Code,Display_Name,NP_Type,Ligand_Type,Surface_Material,Detected_Patterns,Definition
C39438,,unknown,unknown,unknown,none,"The Jonsson Comprehensive Cancer Center conducts basic, clinical, and cancer prevention research, while providing the latest treatments to patients, while training the next generation of medical resea"
